,location,total_sqft,bath,price,bhk
7063,Varthur,1140.0,2.0,55.5,2
7064,Varthur,1012.0,2.0,59.0,2
7065,Varthur,1140.0,2.0,39.9,2
7066,Varthur,1090.0,2.0,48.0,2
7067,Varthur,1450.0,3.0,71.0,3
7068,Varthur,1210.0,2.0,60.0,2
7069,Varthur,1070.0,2.0,46.0,2
7070,Varthur,1360.0,2.0,85.0,3
7071,Varthur,965.0,2.0,34.0,2
7072,Varthur,1120.0,2.0,44.24,2
7073,Varthur,1395.0,2.0,79.0,3
7074,Varthur,1085.0,2.0,45.0,2
7075,Varthur,1250.0,2.0,47.0,2
7076,Varthur,1200.0,3.0,68.38,3
7078,Varthur,1155.0,2.0,60.0,2
7079,Varthur,1035.0,2.0,60.0,2
7080,Varthur,1155.0,2.0,39.0,2
7081,Varthur,1180.0,2.0,55.0,2
7083,Varthur,1738.0,2.0,57.35,2
7084,Varthur,1045.0,2.0,40.65,2
7085,Varthur,1155.0,2.0,39.0,2
7087,Varthur,1210.0,2.0,64.15,2
7089,Varthur,1105.0,2.0,38.0,2
7090,Varthur,1560.0,3.0,90.0,3
7091,Varthur,1760.0,2.0,85.0,2
7092,Varthur,1210.0,2.0,54.0,2
7093,Varthur,1112.0,2.0,40.0,2
7095,Varthur,1000.0,1.0,65.0,2
7097,Varthur Road,900.0,2.0,27.0,2
7098,Varthur Road,1277.0,2.0,59.0,2
7099,Varthur Road,1247.0,2.0,58.0,3
7100,Varthur Road,1050.0,2.0,42.7,2
7101,Varthur Road,1255.0,2.0,52.76,2
7103,Varthur Road,1033.0,2.0,32.0,2
7104,Varthur Road,1140.0,2.0,49.11,2
7105,Varthur Road,850.0,2.0,25.4,2
7106,Vasanthapura,1022.0,2.0,40.0,2
7107,Vasanthapura,1135.0,2.0,39.73,2
7108,Vasanthapura,995.0,2.0,34.82,2
7109,Vasanthapura,995.0,2.0,34.82,2
7110,Vasanthapura,1037.0,2.0,36.28,2
7111,Vasanthapura,978.0,2.0,34.22,2
7112,Vasanthapura,1037.0,2.0,36.28,2
7113,Vidyaranyapura,1440.0,2.0,95.0,2
7114,Vidyaranyapura,1062.0,2.0,38.0,2
7115,Vidyaranyapura,1200.0,2.0,55.0,2
7116,Vidyaranyapura,1200.0,4.0,90.0,4
7118,Vidyaranyapura,1060.0,2.0,55.0,2
7119,Vidyaranyapura,1100.0,2.0,54.0,2
7120,Vidyaranyapura,1440.0,2.0,70.0,3
7121,Vidyaranyapura,1100.0,2.0,54.0,2
7122,Vidyaranyapura,1000.0,2.0,35.0,2
7124,Vidyaranyapura,1120.0,2.0,70.0,2
7125,Vidyaranyapura,945.0,2.0,40.0,2
7126,Vidyaranyapura,1100.0,2.0,54.0,2
7127,Vidyaranyapura,1200.0,2.0,65.0,3
7128,Vidyaranyapura,1200.0,2.0,52.0,2
7129,Vidyaranyapura,1050.0,2.0,50.0,2
7130,Vidyaranyapura,1188.0,2.0,50.0,2
7131,Vidyaranyapura,1100.0,2.0,75.0,3
7132,Vidyaranyapura,1100.0,2.0,72.0,3
7133,Vidyaranyapura,2400.0,5.0,135.0,4
7134,Vidyaranyapura,1100.0,2.0,41.0,2
7135,Vidyaranyapura,1200.0,2.0,60.5,2
7136,Vidyaranyapura,1200.0,2.0,42.0,2
7137,Vijayanagar,1704.0,3.0,110.0,3
7138,Vijayanagar,1933.0,3.0,129.0,3
7140,Vijayanagar,1450.0,3.0,100.0,3
7141,Vijayanagar,1580.0,2.0,134.0,3
7142,Vijayanagar,1826.0,3.0,121.0,3
7143,Vijayanagar,1739.0,3.0,116.0,3
7144,Vijayanagar,1490.0,3.0,100.0,3
7145,Vijayanagar,1180.0,2.0,65.0,2
7146,Vijayanagar,606.0,1.0,34.78,1
7147,Vijayanagar,1352.0,2.0,68.0,2
7148,Vijayanagar,1527.0,3.0,115.0,3
7149,Vijayanagar,989.0,2.0,60.0,2
7150,Vijayanagar,1520.0,2.0,103.0,3
7151,Vijayanagar,1749.0,3.0,117.0,3
7152,Vijayanagar,1046.0,2.0,75.0,2
7153,Vijayanagar,606.0,1.0,40.0,1
7154,Vijayanagar,1200.0,2.0,62.0,2
7157,Vijayanagar,1760.0,3.0,140.0,3
7158,Vijayanagar,2047.0,3.0,136.0,3
7159,Vijayanagar,1200.0,2.0,75.0,3
7160,Vijayanagar,1178.0,2.0,82.0,2
7161,Vijayanagar,864.0,2.0,45.0,2
7162,Vijayanagar,2100.0,6.0,252.0,4
7163,Vijayanagar,920.0,2.0,60.0,2
7164,Vijayanagar,1019.0,2.0,58.0,2
7165,Vijayanagar,2400.0,6.0,125.0,5
7166,Vijayanagar,1180.0,2.0,86.0,2
7167,Vijayanagar,1046.0,2.0,49.06,2
7168,Vijayanagar,2400.0,2.0,230.0,1
7169,Vijayanagar,492.0,1.0,40.0,1
7171,Vishveshwarya Layout,750.0,1.0,30.0,1
7172,Vishveshwarya Layout,2000.0,4.0,75.0,4
7173,Vishveshwarya Layout,2100.0,6.0,92.0,6
7174,Vishveshwarya Layout,2000.0,3.0,90.0,4
7175,Vishwapriya Layout,820.0,2.0,30.0,2
7176,Vishwapriya Layout,770.0,2.0,30.0,2
7177,Vishwapriya Layout,910.0,2.0,36.0,2
7178,Vishwapriya Layout,890.0,2.0,37.0,2
7179,Vittasandra,1404.0,2.0,71.0,2
7180,Vittasandra,1246.0,2.0,67.0,2
7181,Vittasandra,1404.0,2.0,69.3,2
7182,Vittasandra,1246.0,2.0,67.3,2
7183,Vittasandra,1246.0,2.0,64.5,2
7184,Vittasandra,1246.0,2.0,64.5,2
7185,Vittasandra,1246.0,2.0,68.0,2
7187,Vittasandra,1238.0,2.0,67.0,2
7188,Vittasandra,1404.0,2.0,75.0,2
7189,Vittasandra,1246.0,2.0,65.0,2
7190,Vittasandra,1238.0,2.0,67.0,2
7191,Vittasandra,1246.0,2.0,67.4,2
7192,Vittasandra,1259.0,2.0,67.4,2
7193,Vittasandra,1404.0,2.0,68.8,2
7194,Vittasandra,1246.0,2.0,62.3,2
7195,Vittasandra,1246.0,2.0,63.0,2
7196,Vittasandra,1246.0,2.0,67.4,2
7197,Vittasandra,1246.0,2.0,65.4,2
7199,Vittasandra,1238.0,2.0,67.32,2
7200,Vittasandra,1246.0,2.0,67.4,2
7202,Vittasandra,1246.0,2.0,67.3,2
7203,Vittasandra,1404.0,2.0,70.0,2
7204,Vittasandra,1259.0,2.0,67.48,2
7205,Vittasandra,1404.0,2.0,75.0,2
7207,Vittasandra,1246.0,2.0,67.0,2
7210,Vittasandra,1404.0,2.0,72.0,2
7211,Vittasandra,1246.0,2.0,67.5,2
7212,Vittasandra,1246.0,2.0,67.5,2
7213,Vittasandra,1404.0,2.0,70.0,2
7214,Vittasandra,1246.0,2.0,65.0,2
7215,Vittasandra,1246.0,2.0,67.4,2
7219,Whitefield,1610.0,3.0,81.0,3
7220,Whitefield,1459.0,2.0,94.82,2
7225,Whitefield,1280.0,2.0,75.0,2
7227,Whitefield,1910.0,3.0,161.0,3
7228,Whitefield,3252.0,4.0,230.0,4
7229,Whitefield,11890.0,4.0,700.0,4
7232,Whitefield,1150.0,2.0,70.0,2
7233,Whitefield,1768.0,3.0,101.0,3
7235,Whitefield,4144.0,4.0,315.0,4
7236,Whitefield,4104.0,4.0,360.0,4
7237,Whitefield,1790.0,3.0,100.0,3
7238,Whitefield,1720.0,3.0,100.0,3
7240,Whitefield,1640.0,4.0,91.0,3
7243,Whitefield,2280.0,4.0,126.0,3
7247,Whitefield,1897.0,3.0,130.0,3
7248,Whitefield,2225.0,2.0,125.0,3
7249,Whitefield,4348.5,2.0,304.0,4
7252,Whitefield,2268.0,3.0,163.0,4
7255,Whitefield,2400.0,4.0,200.0,4
7257,Whitefield,1360.0,2.0,95.0,2
7259,Whitefield,1697.0,3.0,94.79,3
7260,Whitefield,5000.0,4.0,400.0,4
7261,Whitefield,3000.0,5.0,250.0,4
7262,Whitefield,1700.0,3.0,115.0,3
7265,Whitefield,2842.0,3.0,162.0,3
7269,Whitefield,1500.0,3.0,130.0,3
7270,Whitefield,1280.0,2.0,75.0,2
7272,Whitefield,1405.0,2.0,78.0,3
7273,Whitefield,2225.0,3.0,115.0,3
7274,Whitefield,1272.0,2.0,95.05,2
7277,Whitefield,1192.0,2.0,71.0,2
7281,Whitefield,1626.0,3.0,89.0,3
7282,Whitefield,1585.0,3.0,88.0,3
7283,Whitefield,665.0,2.0,28.585,1
7285,Whitefield,1280.0,2.0,85.0,2
7286,Whitefield,1200.0,3.0,68.5,3
7287,Whitefield,4000.0,4.0,330.0,4
7288,Whitefield,1697.0,3.0,108.0,3
7290,Whitefield,3606.0,4.0,312.0,4
7291,Whitefield,1485.0,2.0,90.0,2
7292,Whitefield,950.0,1.0,50.0,1
7293,Whitefield,3584.0,4.0,199.0,4
7294,Whitefield,825.0,1.0,45.0,1
7297,Whitefield,1635.0,2.0,85.0,3
7298,Whitefield,1216.0,2.0,79.0,2
7304,Whitefield,920.0,2.0,63.0,2
7306,Whitefield,1170.0,2.0,71.0,2
7307,Whitefield,1118.0,2.0,75.0,2
7308,Whitefield,1800.0,3.0,110.0,3
7309,Whitefield,1562.0,3.0,103.0,3
7312,Whitefield,2321.0,4.0,128.0,3
7313,Whitefield,1320.0,2.0,95.0,2
7316,Whitefield,3010.0,3.0,200.0,3
7317,Whitefield,1346.0,2.0,96.17,2
7318,Whitefield,3850.0,5.0,316.0,3
7322,Whitefield,2500.0,4.0,155.0,4
7323,Whitefield,905.0,1.0,55.0,1
7325,Whitefield,2268.0,3.0,146.0,4
7328,Whitefield,630.5,1.0,32.79,1
7329,Whitefield,3537.0,5.0,210.0,4
7331,Whitefield,1697.0,3.0,115.0,3
7335,Whitefield,3250.0,5.0,290.0,5
7339,Whitefield,1269.0,2.0,75.0,2
7340,Whitefield,3227.0,5.0,250.0,5
7341,Whitefield,1545.0,3.0,79.0,3
7344,Whitefield,3262.0,4.0,260.0,4
7346,Whitefield,1132.0,2.0,79.28,2
7349,Whitefield,2830.0,5.0,160.0,4
7351,Whitefield,1195.0,2.0,70.0,2
7352,Whitefield,3480.0,4.0,284.0,3
7355,Whitefield,709.0,1.0,34.385,1
7357,Whitefield,1320.0,2.0,79.5,2
7358,Whitefield,750.0,2.0,52.7,2
7359,Whitefield,1200.0,3.0,61.96,3
7364,Whitefield,2094.0,2.0,113.19,3
7366,Whitefield,3445.0,5.0,270.0,4
7367,Whitefield,1700.0,3.0,140.0,3
7368,Whitefield,4827.0,4.0,400.0,4
7369,Whitefield,1405.0,2.0,84.5,2
7371,Whitefield,3252.0,4.0,280.0,4
7373,Whitefield,1150.0,2.0,90.0,2
7374,Whitefield,2400.0,4.0,147.0,4
7376,Whitefield,624.0,1.0,35.0,1
7379,Whitefield,1700.0,3.0,95.0,3
7380,Whitefield,4960.0,4.0,400.0,4
7381,Whitefield,2928.0,4.0,198.0,4
7383,Whitefield,2700.0,5.0,175.0,3
7384,Whitefield,1216.0,2.0,84.0,2
7385,Whitefield,2882.0,5.0,204.0,4
7386,Whitefield,1840.0,3.0,140.0,3
7387,Whitefield,1778.0,3.0,122.0,3
7389,Whitefield,650.0,1.0,25.0,1
7390,Whitefield,2155.0,3.0,125.0,4
7391,Whitefield,905.0,1.0,52.0,1
7396,Whitefield,1216.0,2.0,75.0,2
7398,Whitefield,1255.0,2.0,77.0,2
7399,Whitefield,1216.0,2.0,73.0,2
7400,Whitefield,709.0,1.0,34.735,1
7404,Whitefield,1745.0,3.0,100.0,3
7405,Whitefield,3200.0,4.0,224.0,4
7407,Whitefield,825.0,1.0,44.9,1
7411,Whitefield,1870.0,3.0,138.0,3
7414,Whitefield,1862.0,3.0,125.0,3
7415,Whitefield,1655.0,3.0,113.0,3
7416,Whitefield,530.0,1.0,29.44,1
7418,Whitefield,905.0,1.0,50.0,1
7419,Whitefield,1600.0,3.0,82.0,3
7420,Whitefield,1230.0,4.0,80.0,4
7422,Whitefield,630.5,1.0,32.15,1
7423,Whitefield,905.0,1.0,52.0,1
7427,Whitefield,1216.0,2.0,83.0,2
7432,Whitefield,4075.0,5.0,226.0,4
7433,Whitefield,1216.0,2.0,75.0,2
7441,Whitefield,2856.0,5.0,158.5,4
7444,Whitefield,750.0,1.0,51.0,1
7447,Whitefield,1173.0,2.0,77.0,2
7448,Whitefield,1200.0,3.0,68.4,3
7452,Whitefield,3425.0,5.0,250.0,4
7457,Whitefield,2173.0,3.0,128.0,3
7459,Whitefield,905.0,1.0,62.0,1
7460,Whitefield,1870.0,3.0,138.0,3
7461,Whitefield,1320.0,2.0,99.26,2
7462,Whitefield,2901.0,4.0,190.0,3
7463,Whitefield,1485.0,2.0,96.51,2
7464,Whitefield,1755.0,3.0,101.0,3
7466,Whitefield,2225.0,3.0,149.0,3
7467,Whitefield,1250.0,2.0,82.0,2
7469,Whitefield,605.0,1.0,40.0,1
7472,Whitefield,2210.0,3.0,156.0,3
7473,Whitefield,1173.0,2.0,78.2,2
7474,Whitefield,1740.0,4.0,130.0,3
7475,Whitefield,1216.0,2.0,75.0,2
7477,Whitefield,1655.0,3.0,120.0,3
7478,Whitefield,4003.0,6.0,300.0,4
7480,Whitefield,1180.0,2.0,70.0,2
7482,Whitefield,2023.0,4.0,130.0,3
7483,Whitefield,2134.0,4.0,118.0,3
7486,Whitefield,905.0,1.0,60.0,1
7492,Whitefield,1452.0,3.0,90.0,3
7493,Whitefield,2850.0,5.0,240.0,4
7496,Whitefield,2830.0,5.0,190.0,4
7497,Whitefield,1295.0,2.0,78.5,2
7498,Whitefield,840.0,1.0,57.6,1
7499,Whitefield,640.0,1.0,19.83,1
7500,Whitefield,1991.0,3.0,104.0,3
7504,Whitefield,1655.0,3.0,97.0,3
7505,Whitefield,1850.0,3.0,150.0,3
7506,Whitefield,1200.0,3.0,67.77,3
7507,Whitefield,1290.0,2.0,90.0,2
7510,Whitefield,1216.0,2.0,75.0,2
7511,Whitefield,1356.0,2.0,94.84,2
7512,Whitefield,1338.0,2.0,103.0,2
7515,Whitefield,3450.0,4.0,208.0,3
7519,Whitefield,1267.0,2.0,90.33,2
7520,Whitefield,2400.0,4.0,143.0,4
7521,Whitefield,1836.0,3.0,125.0,3
7523,Whitefield,3596.0,3.0,200.0,3
7524,Whitefield,1275.0,2.0,65.0,3
7527,Whitefield,1216.0,2.0,82.0,2
7528,Whitefield,1495.0,3.0,88.0,2
7529,Whitefield,1564.0,3.0,103.0,3
7530,Whitefield,1585.0,3.0,84.0,3
7533,Whitefield,1558.0,3.0,90.0,3
7534,Whitefield,1216.0,2.0,75.0,2
7536,Whitefield,1704.0,3.0,120.0,3
7538,Whitefield,1256.0,2.0,73.0,2
7541,Whitefield,1300.0,2.0,78.0,2
7542,Whitefield,1570.0,3.0,88.0,3
7543,Whitefield,1216.0,2.0,84.03,2
7545,Whitefield,1216.0,2.0,72.5,2
7547,Whitefield,2025.0,4.0,115.0,3
7548,Whitefield,1346.0,2.0,100.0,3
7552,Whitefield,2990.0,3.0,198.0,4
7555,Whitefield,1720.0,3.0,98.97,3
7556,Whitefield,1600.0,3.0,95.0,3
7557,Whitefield,1655.0,3.0,108.0,3
7558,Whitefield,1740.0,3.0,95.0,3
7560,Whitefield,1350.0,2.0,88.0,2
7562,Whitefield,1216.0,2.0,80.0,2
7563,Whitefield,2900.0,4.0,225.0,4
7564,Whitefield,1340.0,2.0,101.0,2
7566,Whitefield,1500.0,3.0,78.57,3
7567,Whitefield,1626.0,3.0,85.0,3
7569,Whitefield,1100.0,2.0,65.0,2
7571,Whitefield,1270.0,2.0,65.0,3
7572,Whitefield,3117.0,3.0,261.0,3
7573,Whitefield,1216.0,2.0,73.0,2
7575,Whitefield,3150.0,3.0,290.0,3
7577,Whitefield,2956.0,5.0,234.0,4
7581,Whitefield,2247.0,3.0,145.0,3
7582,Whitefield,3940.0,5.0,265.0,4
7584,Whitefield,1160.0,2.0,67.0,2
7586,Whitefield,1180.0,2.0,77.0,2
7587,Whitefield,2140.0,3.0,139.0,3
7588,Whitefield,1314.0,2.0,84.0,2
7595,Whitefield,1431.0,3.0,85.0,3
7596,Whitefield,524.0,1.0,29.0,1
7597,Whitefield,2830.0,4.0,161.0,4
7598,Whitefield,2135.0,3.0,149.0,4
7600,Whitefield,3075.0,2.0,188.0,4
7601,Whitefield,1760.0,3.0,160.0,3
7602,Whitefield,1655.0,3.0,110.0,3
7603,Whitefield,840.0,1.0,57.0,1
7604,Whitefield,1725.0,3.0,106.0,3
7607,Whitefield,516.0,1.0,39.0,1
7609,Whitefield,6000.0,4.0,410.0,4
7610,Whitefield,1639.0,3.0,107.0,3
7611,Whitefield,1820.0,3.0,113.0,3
7613,Whitefield,3565.0,4.0,218.0,4
7614,Whitefield,3410.0,5.0,253.0,4
7617,Whitefield,4500.0,4.0,330.0,4
7618,Whitefield,1250.0,2.0,85.0,2
7620,Whitefield,1277.0,2.0,77.0,2
7621,Whitefield,1820.0,3.0,140.0,3
7622,Whitefield,3453.0,4.0,247.0,4
7628,Whitefield,2280.0,4.0,125.0,3
7629,Whitefield,2882.0,5.0,200.0,4
7631,Whitefield,1639.5,3.0,92.63,3
7634,Whitefield,1190.0,2.0,70.0,2
7636,Whitefield,1270.0,2.0,94.0,2
7637,Whitefield,1220.0,2.0,89.0,2
7640,Whitefield,3758.0,3.0,300.0,3
7645,Whitefield,1216.0,2.0,72.0,2
7647,Whitefield,5400.0,5.0,475.0,4
7648,Whitefield,1396.0,3.0,74.0,3
7657,Whitefield,1615.0,3.0,96.9,3
7663,Whitefield,1200.0,2.0,70.0,2
7666,Whitefield,1216.0,2.0,75.0,2
7668,Whitefield,2321.0,4.0,157.0,3
7669,Whitefield,1224.0,2.0,75.0,2
7670,Whitefield,1655.0,3.0,113.0,3
7672,Whitefield,4144.0,5.0,331.0,5
7675,Whitefield,1200.0,3.0,67.75,3
7676,Whitefield,2444.0,4.0,145.0,4
7677,Whitefield,1270.0,2.0,110.0,2
7678,Whitefield,1660.0,3.0,110.0,3
7679,Whitefield,1270.0,2.0,105.0,2
7681,Whitefield,1173.0,2.0,78.2,2
7682,Whitefield,1362.0,2.0,85.0,2
7684,Whitefield,1457.0,2.0,105.0,3
7685,Whitefield,1720.0,3.0,128.0,3
7689,Whitefield,1564.0,3.0,103.0,3
7693,Whitefield,1639.0,3.0,107.0,3
7694,Whitefield,1760.0,3.0,139.0,3
7695,Whitefield,613.0,1.0,48.0,1
7696,Whitefield,1730.0,3.0,125.0,3
7698,Whitefield,877.0,1.0,59.0,1
7702,Yelachenahalli,1464.0,2.0,105.0,3
7703,Yelachenahalli,2400.0,1.0,150.0,2
7704,Yelachenahalli,1700.0,3.0,130.0,3
7705,Yelachenahalli,1080.0,2.0,55.0,2
7706,Yelachenahalli,1400.0,2.0,78.0,2
7707,Yelachenahalli,1330.0,3.0,73.5,3
7708,Yelachenahalli,800.0,1.0,30.0,2
7709,Yelachenahalli,1100.0,2.0,60.0,2
7710,Yelachenahalli,1365.0,2.0,72.0,3
7711,Yelachenahalli,1103.0,2.0,55.0,2
7712,Yelachenahalli,1000.0,2.0,50.0,2
7714,Yelahanka,1326.0,2.0,78.0,2
7721,Yelahanka,1705.0,3.0,95.0,3
7722,Yelahanka,1234.0,2.0,80.0,2
7723,Yelahanka,1315.0,2.0,85.0,2
7724,Yelahanka,1170.0,2.0,62.5,2
7726,Yelahanka,697.0,1.0,45.0,1
7729,Yelahanka,2195.0,4.0,127.0,3
7731,Yelahanka,1614.0,3.0,95.0,3
7733,Yelahanka,628.0,1.0,24.0,1
7736,Yelahanka,654.0,1.0,38.4,1
7744,Yelahanka,1825.0,3.0,105.0,3
7745,Yelahanka,1603.0,3.0,96.0,3
7746,Yelahanka,1304.0,2.0,79.0,2
7752,Yelahanka,1517.0,3.0,76.3,3
7756,Yelahanka,1327.0,2.0,85.0,2
7759,Yelahanka,1566.0,3.0,97.0,3
7761,Yelahanka,1270.0,2.0,78.0,2
7762,Yelahanka,1400.0,2.0,80.54,3
7764,Yelahanka,1322.0,2.0,86.0,2
7765,Yelahanka,1100.0,2.0,70.0,2
7766,Yelahanka,1200.0,2.0,70.0,2
7768,Yelahanka,4000.0,5.0,220.0,5
7769,Yelahanka,2675.0,4.0,140.0,4
7771,Yelahanka,654.0,1.0,37.0,1
7772,Yelahanka,1465.0,3.0,80.01,3
7776,Yelahanka,1692.0,3.0,83.0,3
7781,Yelahanka,2145.0,3.0,125.0,3
7783,Yelahanka,1322.0,2.0,75.0,2
7786,Yelahanka,602.0,1.0,26.0,1
7787,Yelahanka,1100.0,2.0,60.0,2
7788,Yelahanka,1614.0,2.0,100.0,3
7789,Yelahanka,1890.0,3.0,108.0,3
7790,Yelahanka,1556.0,3.0,86.0,3
7791,Yelahanka,1610.0,4.0,85.0,3
7797,Yelahanka,1859.0,3.0,108.0,3
7799,Yelahanka,1322.0,2.0,80.0,2
7802,Yelahanka,2600.0,4.0,175.0,4
7803,Yelahanka,1305.0,2.0,78.0,2
7805,Yelahanka,1711.0,3.0,85.61,3
7806,Yelahanka,1315.0,2.0,75.0,2
7807,Yelahanka,3600.0,6.0,200.0,6
7809,Yelahanka,1614.0,3.0,95.0,3
7810,Yelahanka,1650.0,3.0,105.0,3
7815,Yelahanka,3990.0,4.0,260.0,4
7816,Yelahanka,1620.0,3.0,90.0,3
7817,Yelahanka,654.0,1.0,36.25,1
7818,Yelahanka,1614.0,3.0,93.0,3
7819,Yelahanka,694.0,1.0,30.84,1
7820,Yelahanka,1115.0,2.0,60.0,2
7821,Yelahanka,2317.0,4.0,140.0,3
7822,Yelahanka,1653.0,3.0,93.0,3
7823,Yelahanka,654.0,1.0,38.0,1
7825,Yelahanka,1445.0,2.0,82.0,2
7827,Yelahanka,602.0,1.0,38.0,1
7828,Yelahanka,697.0,1.0,35.0,1
7830,Yelahanka,682.0,1.0,36.23,1
7832,Yelahanka,1560.0,2.0,98.0,3
7833,Yelahanka,1780.0,3.0,107.0,3
7834,Yelahanka,1342.0,2.0,75.0,3
7835,Yelahanka,1823.0,3.0,103.0,3
7836,Yelahanka,1792.0,3.0,104.0,3
7837,Yelahanka,1304.0,2.0,69.97,2
7840,Yelahanka,1300.0,2.0,69.23,2
7841,Yelahanka,1705.0,3.0,91.0,3
7843,Yelahanka,1835.0,3.0,108.0,3
7844,Yelahanka,1847.0,3.0,92.0,3
7846,Yelahanka,1890.0,3.0,109.0,3
7847,Yelahanka,700.0,1.0,38.0,1
7848,Yelahanka,1491.0,3.0,85.0,3
7849,Yelahanka,2088.0,5.0,110.0,4
7852,Yelahanka,3019.0,6.0,190.0,4
7854,Yelahanka,1600.0,3.0,100.0,3
7858,Yelahanka,1705.0,3.0,85.0,3
7859,Yelahanka,1350.0,2.0,85.0,3
7860,Yelahanka,1633.0,3.0,110.0,3
7861,Yelahanka,827.5,1.0,42.535,1
7863,Yelahanka,1355.0,2.0,75.0,3
7866,Yelahanka,1104.0,2.0,58.0,2
7868,Yelahanka,1175.0,2.0,67.77,2
7869,Yelahanka,1322.0,2.0,77.9,2
7870,Yelahanka,602.0,1.0,33.0,1
7871,Yelahanka,1315.0,2.0,77.0,2
7874,Yelahanka,567.0,1.0,25.0,1
7876,Yelahanka,602.0,2.0,30.0,1
7878,Yelahanka,1234.0,2.0,80.0,2
7881,Yelahanka,1267.0,3.0,78.0,2
7882,Yelahanka,1360.0,2.0,78.19,2
7884,Yelahanka New Town,650.0,1.0,33.0,1
7885,Yelahanka New Town,500.0,1.0,20.0,1
7886,Yelahanka New Town,440.0,1.0,16.5,1
7887,Yelahanka New Town,1610.0,3.0,92.0,3
7888,Yelahanka New Town,1700.0,3.0,90.0,3
7889,Yelahanka New Town,650.0,1.0,20.0,1
7890,Yelahanka New Town,350.0,1.0,13.5,1
7892,Yelahanka New Town,1385.0,2.0,65.0,2
7893,Yelahanka New Town,500.0,2.0,24.0,1
7894,Yelahanka New Town,650.0,1.0,17.0,1
7895,Yelahanka New Town,450.0,1.0,16.0,1
7897,Yelahanka New Town,960.0,2.0,50.0,2
7899,Yelahanka New Town,1209.0,2.0,65.0,3
7900,Yelahanka New Town,1400.0,2.0,80.0,3
7901,Yelahanka New Town,450.0,1.0,15.0,1
7902,Yelahanka New Town,500.0,1.0,18.0,1
7903,Yelahanka New Town,1420.0,2.0,75.0,3
7905,Yelahanka New Town,2200.0,2.0,180.0,2
7906,Yelahanka New Town,488.0,1.0,20.0,1
7907,Yelahanka New Town,1100.0,2.0,58.0,2
7910,Yelahanka New Town,1000.0,2.0,44.0,2
7911,Yelahanka New Town,650.0,1.0,18.0,1
7913,Yelahanka New Town,1740.0,3.0,150.0,3
7914,Yelahanka New Town,1290.0,2.0,70.0,2
7916,Yelenahalli,1240.0,2.0,47.12,2
7917,Yelenahalli,1200.0,2.0,46.17,2
7919,Yelenahalli,1260.0,2.0,47.88,2
7921,Yelenahalli,1175.0,2.0,50.0,2
7922,Yelenahalli,1650.0,3.0,68.0,3
7923,Yelenahalli,1200.0,2.0,45.6,2
7924,Yelenahalli,1200.0,2.0,46.17,2
7925,Yelenahalli,1160.0,2.0,44.08,2
7927,Yeshwanthpur,1693.0,3.0,108.0,3
7928,Yeshwanthpur,667.0,1.0,36.85,1
7929,Yeshwanthpur,1950.0,4.0,130.0,4
7931,Yeshwanthpur,665.0,1.0,36.85,1
7935,Yeshwanthpur,671.0,1.0,36.85,1
7936,Yeshwanthpur,1277.5,2.0,95.815,2
7937,Yeshwanthpur,668.0,1.0,36.85,1
7938,Yeshwanthpur,1185.0,2.0,75.84,2
7939,Yeshwanthpur,1195.0,2.0,100.0,2
7940,Yeshwanthpur,1313.0,3.0,96.0,3
7941,Yeshwanthpur,1400.0,2.0,100.0,2
7944,Yeshwanthpur,673.0,1.0,36.85,1
7945,Yeshwanthpur,717.0,2.0,49.475,2
7948,Yeshwanthpur,605.0,1.0,41.745,1
7950,Yeshwanthpur,669.0,1.0,36.85,1
7952,Yeshwanthpur,3027.0,4.0,260.0,3
7955,Yeshwanthpur,670.0,1.0,36.85,1
7958,Yeshwanthpur,1240.0,2.0,80.0,2
7959,Yeshwanthpur,1713.0,3.0,110.0,3
7960,Yeshwanthpur,1144.0,2.0,67.0,2
7961,Yeshwanthpur,1541.0,2.0,130.0,2
7963,Yeshwanthpur,1362.0,2.0,100.0,2
7964,Yeshwanthpur,666.0,1.0,36.8,1
7965,Yeshwanthpur,1855.0,3.0,140.0,3
7967,Yeshwanthpur,1165.0,2.0,85.0,2
7970,Yeshwanthpur,1825.0,3.0,145.0,3
7972,Yeshwanthpur,994.0,2.0,54.67,1
7973,Yeshwanthpur,650.0,1.0,40.0,1
7974,Yeshwanthpur,1855.0,3.0,140.0,3
7975,Yeshwanthpur,1500.0,3.0,100.0,3
7980,Yeshwanthpur,674.0,1.0,36.85,1
7982,Yeshwanthpur,672.0,1.0,36.85,1
7985,Yeshwanthpur,1195.0,2.0,100.0,2
7986,Yeshwanthpur,1692.0,3.0,108.0,3
7988,Yeshwanthpur,2500.0,5.0,185.0,6
7993,Yeshwanthpur,1855.0,3.0,135.0,3
7994,Yeshwanthpur,1876.0,3.0,160.0,3
7996,other,2770.0,4.0,290.0,3
7999,other,600.0,1.0,38.0,1
8002,other,1500.0,2.0,185.0,2
8003,other,840.0,2.0,45.0,2
8004,other,4395.0,3.0,240.0,3
8005,other,845.0,2.0,55.0,2
8006,other,2511.0,3.0,205.0,3
8007,other,1660.0,2.0,105.0,3
8009,other,1200.0,2.0,65.0,2
8010,other,1200.0,3.0,90.0,3
8014,other,782.0,2.0,55.68,2
8015,other,1800.0,3.0,120.0,3
8016,other,1413.0,2.0,75.0,3
8017,other,945.0,2.0,54.0,2
8018,other,1870.0,3.0,110.0,3
8019,other,1260.0,2.0,85.05,3
